"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ATCC_51524","KPL3033","KPL3043","KPL3050","KPL3052","KPL3065","KPL3069","KPL3070","KPL3077","KPL3084","KPL3086","KPL3090","KPL3246","KPL3250","KPL3256","KPL3264","KPL3274","KPL3911","KPL1914","KPL1934_CDC4709_98","KPL1939_CDC4792_99","KPL1938_CDC4791_99","KPL1937_CDC4199_99","KPL1933_CDC4545_98","KPL1932_CDC4420_98","KPL1931_CDC4294_98","KPL1930_CDC2949_98","KPL1922_CDC39_95"
"GC_00000826","persistent","Deoxyribose-phosphate aldolase (DeoC) (PDB:1J2W)","28","28","1.0","NA","NA","","","","671","671","671.0","ATCC_51524_CDS_1198","KPL3033_CDS_0716","KPL3043_CDS_0734","KPL3050_CDS_0822","KPL3052_CDS_0828","KPL3065_CDS_0722","KPL3069_CDS_0830","KPL3070_CDS_0759","KPL3077_CDS_0183","KPL3084_CDS_0769","KPL3086_CDS_0723","KPL3090_CDS_0841","KPL3246_CDS_0754","KPL3250_CDS_0726","KPL3256_CDS_0364","KPL3264_CDS_0501","KPL3274_CDS_0724","KPL3911_CDS_0791","KPL1914_CDS_1340","KPL1934_CDC4709_98_CDS_1138","KPL1939_CDC4792_99_CDS_1239","KPL1938_CDC4791_99_CDS_0238","KPL1937_CDC4199_99_CDS_0066","KPL1933_CDC4545_98_CDS_1206","KPL1932_CDC4420_98_CDS_0316","KPL1931_CDC4294_98_CDS_1331","KPL1930_CDC2949_98_CDS_1408","KPL1922_CDC39_95_CDS_1366"
"GC_00000827","persistent","Phosphopantetheine adenylyltransferase (CoaD) (PDB:3F3M)","28","28","1.0","NA","NA","","","","482","482","482.0","ATCC_51524_CDS_0723","KPL3033_CDS_1243","KPL3043_CDS_1196","KPL3050_CDS_1308","KPL3052_CDS_1300","KPL3065_CDS_1180","KPL3069_CDS_1290","KPL3070_CDS_1210","KPL3077_CDS_0683","KPL3084_CDS_1234","KPL3086_CDS_1192","KPL3090_CDS_1324","KPL3246_CDS_1214","KPL3250_CDS_1206","KPL3256_CDS_0811","KPL3264_CDS_0013","KPL3274_CDS_1175","KPL3911_CDS_1260","KPL1914_CDS_0832","KPL1934_CDC4709_98_CDS_1595","KPL1939_CDC4792_99_CDS_0051","KPL1938_CDC4791_99_CDS_0833","KPL1937_CDC4199_99_CDS_1441","KPL1933_CDC4545_98_CDS_1655","KPL1932_CDC4420_98_CDS_0655","KPL1931_CDC4294_98_CDS_0276","KPL1930_CDC2949_98_CDS_1020","KPL1922_CDC39_95_CDS_0352"
"GC_00000828","persistent","ABC-type proline/glycine betaine transport system, permease component (OpuBB)","28","28","1.0","NA","NA","","","","698","698","698.0","ATCC_51524_CDS_1349","KPL3033_CDS_0562","KPL3043_CDS_0579","KPL3050_CDS_0672","KPL3052_CDS_0666","KPL3065_CDS_0565","KPL3069_CDS_0672","KPL3070_CDS_0606","KPL3077_CDS_0039","KPL3084_CDS_0616","KPL3086_CDS_0564","KPL3090_CDS_0686","KPL3246_CDS_0594","KPL3250_CDS_0566","KPL3256_CDS_0222","KPL3264_CDS_0660","KPL3274_CDS_0586","KPL3911_CDS_0624","KPL1914_CDS_1498","KPL1934_CDC4709_98_CDS_0987","KPL1939_CDC4792_99_CDS_0157","KPL1938_CDC4791_99_CDS_1005","KPL1937_CDC4199_99_CDS_1623","KPL1933_CDC4545_98_CDS_1346","KPL1932_CDC4420_98_CDS_1305","KPL1931_CDC4294_98_CDS_1768","KPL1930_CDC2949_98_CDS_1550","KPL1922_CDC39_95_CDS_0729"
"GC_00000829","persistent","Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase) (PurK) (PDB:1B6R)","28","28","1.0","NA","NA","","","","1154","1154","1154.0","ATCC_51524_CDS_0874","KPL3033_CDS_1019","KPL3043_CDS_1036","KPL3050_CDS_1144","KPL3052_CDS_1145","KPL3065_CDS_1018","KPL3069_CDS_1126","KPL3070_CDS_1056","KPL3077_CDS_0523","KPL3084_CDS_1076","KPL3086_CDS_1031","KPL3090_CDS_1159","KPL3246_CDS_1054","KPL3250_CDS_1035","KPL3256_CDS_0646","KPL3264_CDS_0187","KPL3274_CDS_1008","KPL3911_CDS_1100","KPL1914_CDS_1012","KPL1934_CDC4709_98_CDS_1441","KPL1939_CDC4792_99_CDS_0927","KPL1938_CDC4791_99_CDS_1054","KPL1937_CDC4199_99_CDS_1708","KPL1933_CDC4545_98_CDS_0398","KPL1932_CDC4420_98_CDS_0833","KPL1931_CDC4294_98_CDS_1324","KPL1930_CDC2949_98_CDS_0641","KPL1922_CDC39_95_CDS_0115"
"GC_00000830","persistent","Fructoselysine-6-P-deglycase FrlB or related protein, duplicated sugar isomerase (SIS) domain (AgaS) (PDB:3C3J) (PUBMED:16153181)","28","28","1.0","NA","NA","","","","1163","1166","1163.54","ATCC_51524_CDS_0232","KPL3033_CDS_0284","KPL3043_CDS_0301","KPL3050_CDS_0306","KPL3052_CDS_0282","KPL3065_CDS_0288","KPL3069_CDS_0290","KPL3070_CDS_0302","KPL3077_CDS_1502","KPL3084_CDS_0302","KPL3086_CDS_0286","KPL3090_CDS_0394","KPL3246_CDS_0290","KPL3250_CDS_0276","KPL3256_CDS_1628","KPL3264_CDS_0959","KPL3274_CDS_0294","KPL3911_CDS_0304","KPL1914_CDS_0027","KPL1934_CDC4709_98_CDS_0653","KPL1939_CDC4792_99_CDS_0466","KPL1938_CDC4791_99_CDS_1145","KPL1937_CDC4199_99_CDS_0836","KPL1933_CDC4545_98_CDS_0801","KPL1932_CDC4420_98_CDS_1138","KPL1931_CDC4294_98_CDS_1592","KPL1930_CDC2949_98_CDS_0895","KPL1922_CDC39_95_CDS_1031"
"GC_00000831","persistent","DNA-binding response regulator, LytR/AlgR family (LytT) (PDB:3BS1)","28","28","1.0","NA","NA","","","","746","761","758.32","ATCC_51524_CDS_0608","KPL3033_CDS_1725","KPL3043_CDS_1632","KPL3050_CDS_1751","KPL3052_CDS_1736","KPL3065_CDS_1611","KPL3069_CDS_1790","KPL3070_CDS_1658","KPL3077_CDS_1121","KPL3084_CDS_1679","KPL3086_CDS_1624","KPL3090_CDS_1809","KPL3246_CDS_1647","KPL3250_CDS_1627","KPL3256_CDS_1234","KPL3264_CDS_1328","KPL3274_CDS_1604","KPL3911_CDS_1694","KPL1914_CDS_0406","KPL1934_CDC4709_98_CDS_0280","KPL1939_CDC4792_99_CDS_1681","KPL1938_CDC4791_99_CDS_0481","KPL1937_CDC4199_99_CDS_1294","KPL1933_CDC4545_98_CDS_1470","KPL1932_CDC4420_98_CDS_0963","KPL1931_CDC4294_98_CDS_1371","KPL1930_CDC2949_98_CDS_0603","KPL1922_CDC39_95_CDS_0632"
"GC_00000832","persistent","","28","28","1.0","NA","NA","","","","320","320","320.0","ATCC_51524_CDS_0191","KPL3033_CDS_0326","KPL3043_CDS_0343","KPL3050_CDS_0347","KPL3052_CDS_0330","KPL3065_CDS_0330","KPL3069_CDS_0338","KPL3070_CDS_0344","KPL3077_CDS_1545","KPL3084_CDS_0349","KPL3086_CDS_0328","KPL3090_CDS_0438","KPL3246_CDS_0344","KPL3250_CDS_0322","KPL3256_CDS_1676","KPL3264_CDS_0910","KPL3274_CDS_0335","KPL3911_CDS_0351","KPL1914_CDS_1743","KPL1934_CDC4709_98_CDS_0695","KPL1939_CDC4792_99_CDS_0508","KPL1938_CDC4791_99_CDS_1274","KPL1937_CDC4199_99_CDS_0792","KPL1933_CDC4545_98_CDS_0753","KPL1932_CDC4420_98_CDS_1681","KPL1931_CDC4294_98_CDS_1245","KPL1930_CDC2949_98_CDS_1646","KPL1922_CDC39_95_CDS_1618"
"GC_00000833","persistent","Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains (YitT) (PDB:3HLU)","28","28","1.0","NA","NA","","","","782","917","910.25","ATCC_51524_CDS_0010","KPL3033_CDS_0515","KPL3043_CDS_0534","KPL3050_CDS_0617","KPL3052_CDS_0615","KPL3065_CDS_0520","KPL3069_CDS_0620","KPL3070_CDS_0561","KPL3077_CDS_1826","KPL3084_CDS_0567","KPL3086_CDS_0519","KPL3090_CDS_0635","KPL3246_CDS_0546","KPL3250_CDS_0515","KPL3256_CDS_0171","KPL3264_CDS_0712","KPL3274_CDS_0536","KPL3911_CDS_0572","KPL1914_CDS_1552","KPL1934_CDC4709_98_CDS_0941","KPL1939_CDC4792_99_CDS_0890","KPL1938_CDC4791_99_CDS_0959","KPL1937_CDC4199_99_CDS_0281","KPL1933_CDC4545_98_CDS_1397","KPL1932_CDC4420_98_CDS_1259","KPL1931_CDC4294_98_CDS_1903","KPL1930_CDC2949_98_CDS_1596","KPL1922_CDC39_95_CDS_1175"
"GC_00000834","persistent","Aldo/keto reductase, related to diketogulonate reductase (ARA1) (PDB:1Q13)","28","28","1.0","NA","NA","","","","857","857","857.0","ATCC_51524_CDS_0813","KPL3033_CDS_1146","KPL3043_CDS_1107","KPL3050_CDS_1207","KPL3052_CDS_1207","KPL3065_CDS_1087","KPL3069_CDS_1193","KPL3070_CDS_1120","KPL3077_CDS_0592","KPL3084_CDS_1143","KPL3086_CDS_1101","KPL3090_CDS_1229","KPL3246_CDS_1115","KPL3250_CDS_1104","KPL3256_CDS_0710","KPL3264_CDS_0114","KPL3274_CDS_1076","KPL3911_CDS_1167","KPL1914_CDS_0922","KPL1934_CDC4709_98_CDS_1503","KPL1939_CDC4792_99_CDS_0327","KPL1938_CDC4791_99_CDS_0743","KPL1937_CDC4199_99_CDS_1772","KPL1933_CDC4545_98_CDS_1565","KPL1932_CDC4420_98_CDS_0565","KPL1931_CDC4294_98_CDS_0374","KPL1930_CDC2949_98_CDS_1110","KPL1922_CDC39_95_CDS_0443"
"GC_00000835","persistent","Molecular chaperone DnaK (HSP70) (DnaK) (PDB:3I33)","28","28","1.0","NA","NA","","","","1820","1841","1830.93","ATCC_51524_CDS_1168","KPL3033_CDS_0740","KPL3043_CDS_0764","KPL3050_CDS_0859","KPL3052_CDS_0857","KPL3065_CDS_0752","KPL3069_CDS_0852","KPL3070_CDS_0787","KPL3077_CDS_0214","KPL3084_CDS_0807","KPL3086_CDS_0753","KPL3090_CDS_0867","KPL3246_CDS_0780","KPL3250_CDS_0753","KPL3256_CDS_0388","KPL3264_CDS_0467","KPL3274_CDS_0751","KPL3911_CDS_0829","KPL1914_CDS_1311","KPL1934_CDC4709_98_CDS_1163","KPL1939_CDC4792_99_CDS_1208","KPL1938_CDC4791_99_CDS_0271","KPL1937_CDC4199_99_CDS_0099","KPL1933_CDC4545_98_CDS_1177","KPL1932_CDC4420_98_CDS_0287","KPL1931_CDC4294_98_CDS_0865","KPL1930_CDC2949_98_CDS_1383","KPL1922_CDC39_95_CDS_1344"
"GC_00000836","persistent","Putative translation regulator, IMPACT (imprinted ancient) protein family (YIH1) (PDB:1VI7) (PUBMED:15126500)","28","28","1.0","NA","NA","","","","317","635","615.29","ATCC_51524_CDS_1588","KPL3033_CDS_1565","KPL3043_CDS_1491","KPL3050_CDS_1585","KPL3052_CDS_1569","KPL3065_CDS_1463","KPL3069_CDS_1647","KPL3070_CDS_1499","KPL3077_CDS_0961","KPL3084_CDS_1520","KPL3086_CDS_1476","KPL3090_CDS_1671","KPL3246_CDS_1480","KPL3250_CDS_1471","KPL3256_CDS_1096","KPL3264_CDS_1492","KPL3274_CDS_1443","KPL3911_CDS_1539","KPL1914_CDS_0565","KPL1934_CDC4709_98_CDS_0128","KPL1939_CDC4792_99_CDS_1432","KPL1938_CDC4791_99_CDS_0640","KPL1937_CDC4199_99_CDS_0689","KPL1933_CDC4545_98_CDS_0043","KPL1932_CDC4420_98_CDS_0896","KPL1931_CDC4294_98_CDS_0086","KPL1930_CDC2949_98_CDS_0105","KPL1922_CDC39_95_CDS_0814"
"GC_00000837","persistent","tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain (MnmA) (PDB:2HMA) (PUBMED:25825430)","28","28","1.0","NA","NA","","","","1124","1124","1124.0","ATCC_51524_CDS_0808","KPL3033_CDS_1150","KPL3043_CDS_1112","KPL3050_CDS_1212","KPL3052_CDS_1212","KPL3065_CDS_1092","KPL3069_CDS_1197","KPL3070_CDS_1125","KPL3077_CDS_0598","KPL3084_CDS_1148","KPL3086_CDS_1106","KPL3090_CDS_1234","KPL3246_CDS_1120","KPL3250_CDS_1110","KPL3256_CDS_0715","KPL3264_CDS_0109","KPL3274_CDS_1081","KPL3911_CDS_1172","KPL1914_CDS_0917","KPL1934_CDC4709_98_CDS_1508","KPL1939_CDC4792_99_CDS_0322","KPL1938_CDC4791_99_CDS_0748","KPL1937_CDC4199_99_CDS_1777","KPL1933_CDC4545_98_CDS_1570","KPL1932_CDC4420_98_CDS_0570","KPL1931_CDC4294_98_CDS_0369","KPL1930_CDC2949_98_CDS_1105","KPL1922_CDC39_95_CDS_0438"
"GC_00000838","persistent","Phosphate starvation-inducible protein PhoH, predicted ATPase (PhoH) (PDB:3B85) (PUBMED:8444794","28","28","1.0","NA","NA","","","","986","1019","1015.46","ATCC_51524_CDS_1075","KPL3033_CDS_0829","KPL3043_CDS_0856","KPL3050_CDS_0957","KPL3052_CDS_0953","KPL3065_CDS_0843","KPL3069_CDS_0951","KPL3070_CDS_0883","KPL3077_CDS_0319","KPL3084_CDS_0901","KPL3086_CDS_0846","KPL3090_CDS_0969","KPL3246_CDS_0878","KPL3250_CDS_0858","KPL3256_CDS_0482","KPL3264_CDS_0375","KPL3274_CDS_0841","KPL3911_CDS_0926","KPL1914_CDS_1223","KPL1934_CDC4709_98_CDS_1262","KPL1939_CDC4792_99_CDS_1103","KPL1938_CDC4791_99_CDS_0359","KPL1937_CDC4199_99_CDS_1182","KPL1933_CDC4545_98_CDS_0565","KPL1932_CDC4420_98_CDS_0106","KPL1931_CDC4294_98_CDS_0584","KPL1930_CDC2949_98_CDS_1291","KPL1922_CDC39_95_CDS_1251"
"GC_00000839","persistent","","28","28","1.0","NA","NA","","","","362","488","469.68","ATCC_51524_CDS_1501","KPL3033_CDS_1485","KPL3043_CDS_1408","KPL3050_CDS_1496","KPL3052_CDS_1481","KPL3065_CDS_1388","KPL3069_CDS_1561","KPL3070_CDS_1400","KPL3077_CDS_0870","KPL3084_CDS_1426","KPL3086_CDS_1401","KPL3090_CDS_1591","KPL3246_CDS_1395","KPL3250_CDS_1393","KPL3256_CDS_1003","KPL3264_CDS_1579","KPL3274_CDS_1358","KPL3911_CDS_1445","KPL1914_CDS_0650","KPL1934_CDC4709_98_CDS_0042","KPL1939_CDC4792_99_CDS_1514","KPL1938_CDC4791_99_CDS_0551","KPL1937_CDC4199_99_CDS_0605","KPL1933_CDC4545_98_CDS_0132","KPL1932_CDC4420_98_CDS_1350","KPL1931_CDC4294_98_CDS_1103","KPL1930_CDC2949_98_CDS_0025","KPL1922_CDC39_95_CDS_1495"
"GC_00000840","persistent","Glucose-1-phosphate adenylyltransferase (ADP-glucose pyrophosphorylase) (GlgC) (PDB:5MNI) (PUBMED:27545622)","28","28","1.0","NA","NA","","","","1166","1187","1166.75","ATCC_51524_CDS_0987","KPL3033_CDS_0912","KPL3043_CDS_0935","KPL3050_CDS_1045","KPL3052_CDS_1039","KPL3065_CDS_0921","KPL3069_CDS_1027","KPL3070_CDS_0962","KPL3077_CDS_0421","KPL3084_CDS_0980","KPL3086_CDS_0933","KPL3090_CDS_1053","KPL3246_CDS_0956","KPL3250_CDS_0938","KPL3256_CDS_0550","KPL3264_CDS_0295","KPL3274_CDS_0913","KPL3911_CDS_1006","KPL1914_CDS_1119","KPL1934_CDC4709_98_CDS_1343","KPL1939_CDC4792_99_CDS_1027","KPL1938_CDC4791_99_CDS_0139","KPL1937_CDC4199_99_CDS_1246","KPL1933_CDC4545_98_CDS_0486","KPL1932_CDC4420_98_CDS_0733","KPL1931_CDC4294_98_CDS_1418","KPL1930_CDC2949_98_CDS_0545","KPL1922_CDC39_95_CDS_0275"
"GC_00000841","persistent","Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria) (PtsA) (PDB:1EZA)","28","28","1.0","NA","NA","","","","1721","1721","1721.0","ATCC_51524_CDS_0726","KPL3033_CDS_1240","KPL3043_CDS_1193","KPL3050_CDS_1305","KPL3052_CDS_1297","KPL3065_CDS_1177","KPL3069_CDS_1287","KPL3070_CDS_1207","KPL3077_CDS_0680","KPL3084_CDS_1231","KPL3086_CDS_1189","KPL3090_CDS_1321","KPL3246_CDS_1211","KPL3250_CDS_1202","KPL3256_CDS_0808","KPL3264_CDS_0016","KPL3274_CDS_1172","KPL3911_CDS_1257","KPL1914_CDS_0835","KPL1934_CDC4709_98_CDS_1592","KPL1939_CDC4792_99_CDS_0048","KPL1938_CDC4791_99_CDS_0830","KPL1937_CDC4199_99_CDS_1444","KPL1933_CDC4545_98_CDS_1652","KPL1932_CDC4420_98_CDS_0652","KPL1931_CDC4294_98_CDS_0279","KPL1930_CDC2949_98_CDS_1023","KPL1922_CDC39_95_CDS_0355"
"GC_00000842","persistent","Phosphomannomutase (ManB) (PDB:6MNV)","28","28","1.0","NA","NA","","","","1724","1724","1724.0","ATCC_51524_CDS_1277","KPL3033_CDS_0640","KPL3043_CDS_0652","KPL3050_CDS_0744","KPL3052_CDS_0739","KPL3065_CDS_0638","KPL3069_CDS_0744","KPL3070_CDS_0676","KPL3077_CDS_0111","KPL3084_CDS_0686","KPL3086_CDS_0638","KPL3090_CDS_0760","KPL3246_CDS_0671","KPL3250_CDS_0639","KPL3256_CDS_0282","KPL3264_CDS_0588","KPL3274_CDS_0652","KPL3911_CDS_0705","KPL1914_CDS_1420","KPL1934_CDC4709_98_CDS_1052","KPL1939_CDC4792_99_CDS_1318","KPL1938_CDC4791_99_CDS_0159","KPL1937_CDC4199_99_CDS_1559","KPL1933_CDC4545_98_CDS_1287","KPL1932_CDC4420_98_CDS_1391","KPL1931_CDC4294_98_CDS_1457","KPL1930_CDC2949_98_CDS_1485","KPL1922_CDC39_95_CDS_1441"
"GC_00000843","persistent","Predicted N-acyltransferase, GNAT family (ElaA) (PDB:1XEB)","28","28","1.0","NA","NA","","","","464","464","464.0","ATCC_51524_CDS_1425","KPL3033_CDS_1407","KPL3043_CDS_1332","KPL3050_CDS_1420","KPL3052_CDS_1403","KPL3065_CDS_1312","KPL3069_CDS_1484","KPL3070_CDS_1322","KPL3077_CDS_0797","KPL3084_CDS_1347","KPL3086_CDS_1325","KPL3090_CDS_1439","KPL3246_CDS_1321","KPL3250_CDS_1315","KPL3256_CDS_0925","KPL3264_CDS_1655","KPL3274_CDS_1278","KPL3911_CDS_1371","KPL1914_CDS_0722","KPL1934_CDC4709_98_CDS_1707","KPL1939_CDC4792_99_CDS_1591","KPL1938_CDC4791_99_CDS_1557","KPL1937_CDC4199_99_CDS_0529","KPL1933_CDC4545_98_CDS_0210","KPL1932_CDC4420_98_CDS_0408","KPL1931_CDC4294_98_CDS_0735","KPL1930_CDC2949_98_CDS_0301","KPL1922_CDC39_95_CDS_1572"
"GC_00000844","persistent","UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase (Rfe) (PDB:4J72)","28","28","1.0","NA","NA","","","","1094","1094","1094.0","ATCC_51524_CDS_1204","KPL3033_CDS_0710","KPL3043_CDS_0727","KPL3050_CDS_0815","KPL3052_CDS_0821","KPL3065_CDS_0715","KPL3069_CDS_0824","KPL3070_CDS_0752","KPL3077_CDS_0177","KPL3084_CDS_0762","KPL3086_CDS_0716","KPL3090_CDS_0835","KPL3246_CDS_0748","KPL3250_CDS_0717","KPL3256_CDS_0357","KPL3264_CDS_0508","KPL3274_CDS_0718","KPL3911_CDS_0782","KPL1914_CDS_1346","KPL1934_CDC4709_98_CDS_1131","KPL1939_CDC4792_99_CDS_1247","KPL1938_CDC4791_99_CDS_0232","KPL1937_CDC4199_99_CDS_0059","KPL1933_CDC4545_98_CDS_1212","KPL1932_CDC4420_98_CDS_0323","KPL1931_CDC4294_98_CDS_0681","KPL1930_CDC2949_98_CDS_1415","KPL1922_CDC39_95_CDS_1372"
"GC_00000845","persistent","23S rRNA maturation mini-RNase III (MrnC) (PDB:1U61)","28","28","1.0","NA","NA","","","","407","413","409.36","ATCC_51524_CDS_0367","KPL3033_CDS_0151","KPL3043_CDS_0170","KPL3050_CDS_0161","KPL3052_CDS_0139","KPL3065_CDS_0155","KPL3069_CDS_0149","KPL3070_CDS_0153","KPL3077_CDS_1353","KPL3084_CDS_0152","KPL3086_CDS_0154","KPL3090_CDS_0251","KPL3246_CDS_0146","KPL3250_CDS_0130","KPL3256_CDS_1490","KPL3264_CDS_1086","KPL3274_CDS_0162","KPL3911_CDS_0155","KPL1914_CDS_0176","KPL1934_CDC4709_98_CDS_0518","KPL1939_CDC4792_99_CDS_0814","KPL1938_CDC4791_99_CDS_1302","KPL1937_CDC4199_99_CDS_0993","KPL1933_CDC4545_98_CDS_0954","KPL1932_CDC4420_98_CDS_1655","KPL1931_CDC4294_98_CDS_1172","KPL1930_CDC2949_98_CDS_0753","KPL1922_CDC39_95_CDS_1162"
"GC_00000846","persistent","Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)","28","28","1.0","NA","NA","","","","701","701","701.0","ATCC_51524_CDS_1137","KPL3033_CDS_0771","KPL3043_CDS_0796","KPL3050_CDS_0899","KPL3052_CDS_0896","KPL3065_CDS_0784","KPL3069_CDS_0892","KPL3070_CDS_0825","KPL3077_CDS_0252","KPL3084_CDS_0844","KPL3086_CDS_0785","KPL3090_CDS_0907","KPL3246_CDS_0817","KPL3250_CDS_0785","KPL3256_CDS_0419","KPL3264_CDS_0434","KPL3274_CDS_0784","KPL3911_CDS_0866","KPL1914_CDS_1280","KPL1934_CDC4709_98_CDS_1203","KPL1939_CDC4792_99_CDS_1176","KPL1938_CDC4791_99_CDS_0303","KPL1937_CDC4199_99_CDS_0135","KPL1933_CDC4545_98_CDS_0636","KPL1932_CDC4420_98_CDS_0162","KPL1931_CDC4294_98_CDS_0202","KPL1930_CDC2949_98_CDS_1352","KPL1922_CDC39_95_CDS_1313"
"GC_00000847","persistent","NAD-dependent protein deacetylase, SIR2 family (SIR2) (PDB:1M2N)","28","28","1.0","NA","NA","","","","737","758","738.5","ATCC_51524_CDS_1487","KPL3033_CDS_1470","KPL3043_CDS_1393","KPL3050_CDS_1481","KPL3052_CDS_1466","KPL3065_CDS_1373","KPL3069_CDS_1547","KPL3070_CDS_1386","KPL3077_CDS_0855","KPL3084_CDS_1412","KPL3086_CDS_1386","KPL3090_CDS_1576","KPL3246_CDS_1379","KPL3250_CDS_1379","KPL3256_CDS_0988","KPL3264_CDS_1593","KPL3274_CDS_1343","KPL3911_CDS_1431","KPL1914_CDS_0665","KPL1934_CDC4709_98_CDS_0028","KPL1939_CDC4792_99_CDS_1528","KPL1938_CDC4791_99_CDS_0537","KPL1937_CDC4199_99_CDS_0590","KPL1933_CDC4545_98_CDS_0145","KPL1932_CDC4420_98_CDS_0017","KPL1931_CDC4294_98_CDS_1118","KPL1930_CDC2949_98_CDS_0010","KPL1922_CDC39_95_CDS_1510"
"GC_00000848","persistent","Oligoendopeptidase F (PepF) (PDB:3CE2)","28","28","1.0","NA","NA","","","","1799","1799","1799.0","ATCC_51524_CDS_1291","KPL3033_CDS_0626","KPL3043_CDS_0638","KPL3050_CDS_0731","KPL3052_CDS_0726","KPL3065_CDS_0624","KPL3069_CDS_0730","KPL3070_CDS_0663","KPL3077_CDS_0097","KPL3084_CDS_0673","KPL3086_CDS_0624","KPL3090_CDS_0747","KPL3246_CDS_0658","KPL3250_CDS_0625","KPL3256_CDS_0268","KPL3264_CDS_0601","KPL3274_CDS_0638","KPL3911_CDS_0692","KPL1914_CDS_1433","KPL1934_CDC4709_98_CDS_1039","KPL1939_CDC4792_99_CDS_1332","KPL1938_CDC4791_99_CDS_0146","KPL1937_CDC4199_99_CDS_1572","KPL1933_CDC4545_98_CDS_1300","KPL1932_CDC4420_98_CDS_1378","KPL1931_CDC4294_98_CDS_1470","KPL1930_CDC2949_98_CDS_1499","KPL1922_CDC39_95_CDS_1454"
"GC_00000849","persistent","FAD:protein FMN transferase ApbE (ApbE) (PDB:1VRM) (PUBMED:23558683","28","28","1.0","NA","NA","","","","941","941","941.0","ATCC_51524_CDS_0186","KPL3033_CDS_0331","KPL3043_CDS_0348","KPL3050_CDS_0352","KPL3052_CDS_0335","KPL3065_CDS_0335","KPL3069_CDS_0343","KPL3070_CDS_0351","KPL3077_CDS_1550","KPL3084_CDS_0356","KPL3086_CDS_0333","KPL3090_CDS_0443","KPL3246_CDS_0349","KPL3250_CDS_0327","KPL3256_CDS_1681","KPL3264_CDS_0903","KPL3274_CDS_0342","KPL3911_CDS_0358","KPL1914_CDS_1738","KPL1934_CDC4709_98_CDS_0700","KPL1939_CDC4792_99_CDS_0513","KPL1938_CDC4791_99_CDS_1269","KPL1937_CDC4199_99_CDS_0787","KPL1933_CDC4545_98_CDS_0747","KPL1932_CDC4420_98_CDS_1686","KPL1931_CDC4294_98_CDS_1251","KPL1930_CDC2949_98_CDS_1652","KPL1922_CDC39_95_CDS_1625"
"GC_00000850","persistent","tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA (MnmG) (PDB:2ZXH)","28","28","1.0","NA","NA","","","","1769","1886","1877.64","ATCC_51524_CDS_0586","KPL3033_CDS_1747","KPL3043_CDS_1654","KPL3050_CDS_1781","KPL3052_CDS_1758","KPL3065_CDS_1634","KPL3069_CDS_1812","KPL3070_CDS_1680","KPL3077_CDS_1143","KPL3084_CDS_1701","KPL3086_CDS_1646","KPL3090_CDS_1831","KPL3246_CDS_1669","KPL3250_CDS_1649","KPL3256_CDS_1265","KPL3264_CDS_1305","KPL3274_CDS_1626","KPL3911_CDS_1716","KPL1914_CDS_0384","KPL1934_CDC4709_98_CDS_0302","KPL1939_CDC4792_99_CDS_1646","KPL1938_CDC4791_99_CDS_0459","KPL1937_CDC4199_99_CDS_1316","KPL1933_CDC4545_98_CDS_1492","KPL1932_CDC4420_98_CDS_0941","KPL1931_CDC4294_98_CDS_1393","KPL1930_CDC2949_98_CDS_0625","KPL1922_CDC39_95_CDS_0654"
"GC_00000851","persistent","ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)","28","28","1.0","NA","NA","","","","2222","2222","2222.0","ATCC_51524_CDS_0759","KPL3033_CDS_1207","KPL3043_CDS_1160","KPL3050_CDS_1270","KPL3052_CDS_1261","KPL3065_CDS_1142","KPL3069_CDS_1254","KPL3070_CDS_1174","KPL3077_CDS_0647","KPL3084_CDS_1198","KPL3086_CDS_1155","KPL3090_CDS_1286","KPL3246_CDS_1178","KPL3250_CDS_1167","KPL3256_CDS_0773","KPL3264_CDS_0049","KPL3274_CDS_1138","KPL3911_CDS_1223","KPL1914_CDS_0868","KPL1934_CDC4709_98_CDS_1557","KPL1939_CDC4792_99_CDS_0253","KPL1938_CDC4791_99_CDS_0797","KPL1937_CDC4199_99_CDS_0336","KPL1933_CDC4545_98_CDS_1619","KPL1932_CDC4420_98_CDS_0619","KPL1931_CDC4294_98_CDS_0312","KPL1930_CDC2949_98_CDS_1056","KPL1922_CDC39_95_CDS_0388"
