Id,Label,Interval,nb_genes,name,product,type,partition,sub partition,partition_exact,partition_soft,length_avg,length_med,nb_organisms,Genome1,Genome2,Genome3,Genome4,Genome5,Genome6,Genome7,Genome8,Genome9,Genome10,Genome11,Genome12,Genome13,Genome14,Genome15,Genome16,Genome17,Genome18,Genome19,Genome20,Genome21,Genome22,Genome23,Genome24,Genome25,Genome26,Genome27,Genome28
1115,GC_00001116,,28,COG0297,Glycogen synthase (GlgA) (PDB:1RZU),CDS,persistent,P,exact_core,soft_core,1403,1433,28,ATCC_51524___989,KPL3033___912,KPL3043___935,KPL3050___1045,KPL3052___1039,KPL3065___921,KPL3069___1027,KPL3070___962,KPL3077___421,KPL3084___980,KPL3086___933,KPL3090___1053,KPL3246___956,KPL3250___938,KPL3256___550,KPL3264___297,KPL3274___913,KPL3911___1006,KPL1914___1121,KPL1934_CDC4709_98___1343,KPL1939_CDC4792_99___1029,KPL1938_CDC4791_99___141,KPL1937_CDC4199_99___1246,KPL1933_CDC4545_98___488,KPL1932_CDC4420_98___733,KPL1931_CDC4294_98___1418,KPL1930_CDC2949_98___547,KPL1922_CDC39_95___277
1116,GC_00001117,,28,COG3404,Formiminotetrahydrofolate cyclodeaminase (FtcD) (PDB:1O5H),CDS,persistent,P,exact_core,soft_core,623,623,28,ATCC_51524___466,KPL3033___60,KPL3043___68,KPL3050___59,KPL3052___60,KPL3065___68,KPL3069___61,KPL3070___67,KPL3077___1262,KPL3084___67,KPL3086___68,KPL3090___161,KPL3246___67,KPL3250___59,KPL3256___1398,KPL3264___1195,KPL3274___59,KPL3911___68,KPL1914___274,KPL1934_CDC4709_98___431,KPL1939_CDC4792_99___708,KPL1938_CDC4791_99___1399,KPL1937_CDC4199_99___1092,KPL1933_CDC4545_98___1042,KPL1932_CDC4420_98___1564,KPL1931_CDC4294_98___818,KPL1930_CDC2949_98___446,KPL1922_CDC39_95___25
1117,GC_00001118,,28,COG3682,"Transcriptional regulator, CopY/TcrY family (CopY) (PDB:1OKR)",CDS,persistent,P,exact_core,soft_core,422.86,422,28,ATCC_51524___1678,KPL3033___1668,KPL3043___1577,KPL3050___1697,KPL3052___1679,KPL3065___1557,KPL3069___1735,KPL3070___1605,KPL3077___1067,KPL3084___1625,KPL3086___1570,KPL3090___1758,KPL3246___1593,KPL3250___1571,KPL3256___1180,KPL3264___1381,KPL3274___1551,KPL3911___1639,KPL1914___458,KPL1934_CDC4709_98___231,KPL1939_CDC4792_99___1339,KPL1938_CDC4791_99___1122,KPL1937_CDC4199_99___347,KPL1933_CDC4545_98___258,KPL1932_CDC4420_98___505,KPL1931_CDC4294_98___185,KPL1930_CDC2949_98___211,KPL1922_CDC39_95___916
1118,GC_00001119,,28,COG2461,"Uncharacterized conserved protein AF0170, contains SAB, hemerythrin HHE, and PAS domains (PDB:2QKP) (PUBMED:18675376)",CDS,persistent,P,exact_core,soft_core,1241.21,1241,28,ATCC_51524___633,KPL3033___1700,KPL3043___1604,KPL3050___1725,KPL3052___1709,KPL3065___1584,KPL3069___1763,KPL3070___1634,KPL3077___1096,KPL3084___1654,KPL3086___1597,KPL3090___1783,KPL3246___1621,KPL3250___1600,KPL3256___1208,KPL3264___1357,KPL3274___1578,KPL3911___1669,KPL1914___431,KPL1934_CDC4709_98___253,KPL1939_CDC4792_99___1712,KPL1938_CDC4791_99___510,KPL1937_CDC4199_99___1268,KPL1933_CDC4545_98___1445,KPL1932_CDC4420_98___994,KPL1931_CDC4294_98___1348,KPL1930_CDC2949_98___43,KPL1922_CDC39_95___605
1119,GC_00001120,,28,COG0622,"Predicted phosphodiesterase, calcineurin family (YfcE) (PDB:1SU1) (PUBMED:17586769)",CDS,persistent,P,exact_core,soft_core,506,506,28,ATCC_51524___830,KPL3033___1131,KPL3043___1092,KPL3050___1192,KPL3052___1192,KPL3065___1072,KPL3069___1178,KPL3070___1105,KPL3077___576,KPL3084___1128,KPL3086___1086,KPL3090___1213,KPL3246___1100,KPL3250___1089,KPL3256___695,KPL3264___131,KPL3274___1061,KPL3911___1151,KPL1914___939,KPL1934_CDC4709_98___1488,KPL1939_CDC4792_99___344,KPL1938_CDC4791_99___728,KPL1937_CDC4199_99___1757,KPL1933_CDC4545_98___1550,KPL1932_CDC4420_98___550,KPL1931_CDC4294_98___391,KPL1930_CDC2949_98___1127,KPL1922_CDC39_95___460
1120,GC_00001121,,28,COG1484,DNA replication protein DnaC (DnaC) (PDB:2QGZ),CDS,persistent,P,exact_core,soft_core,926,926,28,ATCC_51524___1218,KPL3033___699,KPL3043___707,KPL3050___801,KPL3052___801,KPL3065___695,KPL3069___810,KPL3070___740,KPL3077___165,KPL3084___750,KPL3086___696,KPL3090___824,KPL3246___735,KPL3250___705,KPL3256___345,KPL3264___522,KPL3274___707,KPL3911___770,KPL1914___1360,KPL1934_CDC4709_98___1117,KPL1939_CDC4792_99___1261,KPL1938_CDC4791_99___221,KPL1937_CDC4199_99___39,KPL1933_CDC4545_98___1225,KPL1932_CDC4420_98___337,KPL1931_CDC4294_98___670,KPL1930_CDC2949_98___1429,KPL1922_CDC39_95___1386
1121,GC_00001122,,28,COG4947,Esterase/lipase superfamily enzyme,CDS,persistent,P,exact_core,soft_core,737,737,28,ATCC_51524___1560,KPL3033___1546,KPL3043___1465,KPL3050___1561,KPL3052___1544,KPL3065___1444,KPL3069___1616,KPL3070___1461,KPL3077___931,KPL3084___1486,KPL3086___1457,KPL3090___1647,KPL3246___1457,KPL3250___1452,KPL3256___1065,KPL3264___1519,KPL3274___1419,KPL3911___1504,KPL1914___590,KPL1934_CDC4709_98___104,KPL1939_CDC4792_99___1457,KPL1938_CDC4791_99___616,KPL1937_CDC4199_99___666,KPL1933_CDC4545_98___72,KPL1932_CDC4420_98___872,KPL1931_CDC4294_98___62,KPL1930_CDC2949_98___80,KPL1922_CDC39_95___788
1122,GC_00001123,,28,COG0332,3-oxoacyl-[acyl-carrier-protein] synthase III (FabH) (PDB:1UB7),CDS,persistent,P,exact_core,soft_core,944,944,28,ATCC_51524___339,KPL3033___179,KPL3043___202,KPL3050___190,KPL3052___176,KPL3065___187,KPL3069___187,KPL3070___191,KPL3077___1396,KPL3084___190,KPL3086___186,KPL3090___284,KPL3246___175,KPL3250___161,KPL3256___1527,KPL3264___1053,KPL3274___190,KPL3911___193,KPL1914___142,KPL1934_CDC4709_98___551,KPL1939_CDC4792_99___842,KPL1938_CDC4791_99___1461,KPL1937_CDC4199_99___956,KPL1933_CDC4545_98___916,KPL1932_CDC4420_98___1031,KPL1931_CDC4294_98___1478,KPL1930_CDC2949_98___792,KPL1922_CDC39_95___1135
1123,GC_00001124,,28,COG2110,"O-acetyl-ADP-ribose deacetylase (regulator of RNase III), contains Macro domain (YmdB) (PDB:1HJZ)",CDS,persistent,P,exact_core,soft_core,830,830,28,ATCC_51524___294,KPL3033___224,KPL3043___247,KPL3050___235,KPL3052___221,KPL3065___232,KPL3069___232,KPL3070___236,KPL3077___1441,KPL3084___236,KPL3086___231,KPL3090___329,KPL3246___220,KPL3250___206,KPL3256___1571,KPL3264___1008,KPL3274___235,KPL3911___238,KPL1914___97,KPL1934_CDC4709_98___596,KPL1939_CDC4792_99___406,KPL1938_CDC4791_99___1506,KPL1937_CDC4199_99___911,KPL1933_CDC4545_98___871,KPL1932_CDC4420_98___1076,KPL1931_CDC4294_98___1523,KPL1930_CDC2949_98___837,KPL1922_CDC39_95___1090
1124,GC_00001125,,28,COG0508,"Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)",CDS,persistent,P,exact_core,soft_core,1526.54,1526,28,ATCC_51524___1636,KPL3033___1621,KPL3043___1545,KPL3050___1649,KPL3052___1633,KPL3065___1524,KPL3069___1704,KPL3070___1568,KPL3077___1015,KPL3084___1587,KPL3086___1538,KPL3090___1727,KPL3246___1545,KPL3250___1521,KPL3256___1151,KPL3264___1430,KPL3274___1504,KPL3911___1602,KPL1914___513,KPL1934_CDC4709_98___191,KPL1939_CDC4792_99___1388,KPL1938_CDC4791_99___1083,KPL1937_CDC4199_99___395,KPL1933_CDC4545_98___306,KPL1932_CDC4420_98___466,KPL1931_CDC4294_98___146,KPL1930_CDC2949_98___257,KPL1922_CDC39_95___870
1125,GC_00001126,,28,COG5523,Uncharacterized membrane protein,CDS,persistent,P,exact_core,soft_core,788.11,788,28,ATCC_51524___1602,KPL3033___1588,KPL3043___1505,KPL3050___1599,KPL3052___1586,KPL3065___1484,KPL3069___1662,KPL3070___1525,KPL3077___982,KPL3084___1542,KPL3086___1497,KPL3090___1686,KPL3246___1494,KPL3250___1489,KPL3256___1110,KPL3264___1480,KPL3274___1461,KPL3911___1560,KPL1914___546,KPL1934_CDC4709_98___140,KPL1939_CDC4792_99___1420,KPL1938_CDC4791_99___654,KPL1937_CDC4199_99___703,KPL1933_CDC4545_98___32,KPL1932_CDC4420_98___1460,KPL1931_CDC4294_98___107,KPL1930_CDC2949_98___712,KPL1922_CDC39_95___828
1126,GC_00001127,,28,COG0015,Adenylosuccinate lyase (PurB) (PDB:2HVG),CDS,persistent,P,exact_core,soft_core,1258.57,1295,28,ATCC_51524___524,KPL3033___8,KPL3043___8,KPL3050___8,KPL3052___8,KPL3065___8,KPL3069___8,KPL3070___8,KPL3077___1210,KPL3084___8,KPL3086___8,KPL3090___8,KPL3246___8,KPL3250___8,KPL3256___1340,KPL3264___1246,KPL3274___8,KPL3911___9,KPL1914___328,KPL1934_CDC4709_98___374,KPL1939_CDC4792_99___651,KPL1938_CDC4791_99___1652,KPL1937_CDC4199_99___1513,KPL1933_CDC4545_98___1117,KPL1932_CDC4420_98___1506,KPL1931_CDC4294_98___1660,KPL1930_CDC2949_98___378,KPL1922_CDC39_95___949
1127,GC_00001128,,28,,,CDS,persistent,P,exact_core,soft_core,717.61,716,28,ATCC_51524___1380,KPL3033___531,KPL3043___550,KPL3050___640,KPL3052___637,KPL3065___536,KPL3069___643,KPL3070___577,KPL3077___10,KPL3084___587,KPL3086___535,KPL3090___657,KPL3246___565,KPL3250___537,KPL3256___192,KPL3264___691,KPL3274___557,KPL3911___595,KPL1914___1529,KPL1934_CDC4709_98___958,KPL1939_CDC4792_99___15,KPL1938_CDC4791_99___976,KPL1937_CDC4199_99___1654,KPL1933_CDC4545_98___1377,KPL1932_CDC4420_98___1276,KPL1931_CDC4294_98___1799,KPL1930_CDC2949_98___1581,KPL1922_CDC39_95___760
1128,GC_00001129,,28,COG0860,N-acetylmuramoyl-L-alanine amidase (AmiC) (PDB:1JWQ),CDS,persistent,P,exact_core,soft_core,1307,1307,28,ATCC_51524___1112,KPL3033___794,KPL3043___819,KPL3050___922,KPL3052___919,KPL3065___807,KPL3069___915,KPL3070___848,KPL3077___280,KPL3084___867,KPL3086___808,KPL3090___930,KPL3246___844,KPL3250___812,KPL3256___448,KPL3264___413,KPL3274___807,KPL3911___890,KPL1914___1259,KPL1934_CDC4709_98___1228,KPL1939_CDC4792_99___1151,KPL1938_CDC4791_99___326,KPL1937_CDC4199_99___329,KPL1933_CDC4545_98___614,KPL1932_CDC4420_98___141,KPL1931_CDC4294_98___549,KPL1930_CDC2949_98___1327,KPL1922_CDC39_95___1288
1129,GC_00001130,,28,COG0111,Phosphoglycerate dehydrogenase or related dehydrogenase (SerA) (PDB:3OET),CDS,persistent,P,exact_core,soft_core,956,956,28,ATCC_51524___375,KPL3033___145,KPL3043___162,KPL3050___155,KPL3052___130,KPL3065___147,KPL3069___143,KPL3070___146,KPL3077___1343,KPL3084___145,KPL3086___146,KPL3090___242,KPL3246___139,KPL3250___123,KPL3256___1485,KPL3264___1095,KPL3274___157,KPL3911___148,KPL1914___187,KPL1934_CDC4709_98___511,KPL1939_CDC4792_99___805,KPL1938_CDC4791_99___1309,KPL1937_CDC4199_99___1000,KPL1933_CDC4545_98___963,KPL1932_CDC4420_98___1650,KPL1931_CDC4294_98___1181,KPL1930_CDC2949_98___750,KPL1922_CDC39_95___506
1130,GC_00001131,,28,COG1940,"Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain (NagC) (PDB:1WOQ)",CDS,persistent,P,exact_core,soft_core,869,869,28,ATCC_51524___365,KPL3033___155,KPL3043___174,KPL3050___165,KPL3052___143,KPL3065___159,KPL3069___153,KPL3070___157,KPL3077___1357,KPL3084___156,KPL3086___158,KPL3090___255,KPL3246___150,KPL3250___134,KPL3256___1494,KPL3264___1083,KPL3274___166,KPL3911___159,KPL1914___174,KPL1934_CDC4709_98___522,KPL1939_CDC4792_99___818,KPL1938_CDC4791_99___1300,KPL1937_CDC4199_99___991,KPL1933_CDC4545_98___952,KPL1932_CDC4420_98___1659,KPL1931_CDC4294_98___1170,KPL1930_CDC2949_98___757,KPL1922_CDC39_95___1160
1131,GC_00001132,,28,COG0416,Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis) (PlsX) (PDB:2GK3) (PUBMED:18992246),CDS,persistent,P,exact_core,soft_core,1163,1163,28,ATCC_51524___1652,KPL3033___1636,KPL3043___1562,KPL3050___1665,KPL3052___1649,KPL3065___1541,KPL3069___1720,KPL3070___1584,KPL3077___1028,KPL3084___1603,KPL3086___1555,KPL3090___1742,KPL3246___1561,KPL3250___1537,KPL3256___1165,KPL3264___1414,KPL3274___1520,KPL3911___1618,KPL1914___497,KPL1934_CDC4709_98___207,KPL1939_CDC4792_99___1372,KPL1938_CDC4791_99___1099,KPL1937_CDC4199_99___379,KPL1933_CDC4545_98___290,KPL1932_CDC4420_98___482,KPL1931_CDC4294_98___162,KPL1930_CDC2949_98___241,KPL1922_CDC39_95___886
1132,GC_00001133,,28,COG0760,"Peptidyl-prolyl isomerase, parvulin family (SurA) (PDB:2ZR5)",CDS,persistent,P,exact_core,soft_core,1072.46,1094,28,ATCC_51524___954,KPL3033___953,KPL3043___973,KPL3050___1081,KPL3052___1077,KPL3065___959,KPL3069___1062,KPL3070___998,KPL3077___457,KPL3084___1015,KPL3086___972,KPL3090___1092,KPL3246___991,KPL3250___976,KPL3256___585,KPL3264___261,KPL3274___951,KPL3911___1041,KPL1914___1082,KPL1934_CDC4709_98___1381,KPL1939_CDC4792_99___991,KPL1938_CDC4791_99___103,KPL1937_CDC4199_99___1694,KPL1933_CDC4545_98___450,KPL1932_CDC4420_98___772,KPL1931_CDC4294_98___484,KPL1930_CDC2949_98___158,KPL1922_CDC39_95___177
1133,GC_00001134,,28,,,CDS,persistent,P,exact_core,soft_core,1061,1061,28,ATCC_51524___596,KPL3033___1739,KPL3043___1646,KPL3050___1773,KPL3052___1750,KPL3065___1625,KPL3069___1804,KPL3070___1672,KPL3077___1135,KPL3084___1693,KPL3086___1638,KPL3090___1823,KPL3246___1661,KPL3250___1641,KPL3256___1256,KPL3264___1315,KPL3274___1618,KPL3911___1708,KPL1914___394,KPL1934_CDC4709_98___294,KPL1939_CDC4792_99___1656,KPL1938_CDC4791_99___469,KPL1937_CDC4199_99___1308,KPL1933_CDC4545_98___1484,KPL1932_CDC4420_98___951,KPL1931_CDC4294_98___1385,KPL1930_CDC2949_98___617,KPL1922_CDC39_95___646
1134,GC_00001135,,28,COG0213,Thymidine phosphorylase (DeoA) (PDB:1AZY),CDS,persistent,P,exact_core,soft_core,1322,1322,28,ATCC_51524___1505,KPL3033___1488,KPL3043___1412,KPL3050___1500,KPL3052___1485,KPL3065___1392,KPL3069___1565,KPL3070___1404,KPL3077___874,KPL3084___1430,KPL3086___1405,KPL3090___1595,KPL3246___1399,KPL3250___1397,KPL3256___1007,KPL3264___1577,KPL3274___1362,KPL3911___1449,KPL1914___648,KPL1934_CDC4709_98___46,KPL1939_CDC4792_99___1512,KPL1938_CDC4791_99___555,KPL1937_CDC4199_99___609,KPL1933_CDC4545_98___130,KPL1932_CDC4420_98___1354,KPL1931_CDC4294_98___1101,KPL1930_CDC2949_98___29,KPL1922_CDC39_95___1493
1135,GC_00001136,,28,COG0402,Cytosine/adenosine deaminase or related metal-dependent hydrolase (SsnA) (PDB:3O7U),CDS,persistent,P,exact_core,soft_core,1226,1226,28,ATCC_51524___557,KPL3033___1778,KPL3043___1684,KPL3050___1808,KPL3052___1791,KPL3065___1664,KPL3069___1839,KPL3070___1710,KPL3077___1174,KPL3084___1730,KPL3086___1676,KPL3090___1862,KPL3246___1698,KPL3250___1681,KPL3256___1297,KPL3264___1276,KPL3274___1651,KPL3911___1745,KPL1914___356,KPL1934_CDC4709_98___333,KPL1939_CDC4792_99___613,KPL1938_CDC4791_99___1617,KPL1937_CDC4199_99___1483,KPL1933_CDC4545_98___1148,KPL1932_CDC4420_98___1471,KPL1931_CDC4294_98___885,KPL1930_CDC2949_98___661,KPL1922_CDC39_95___985
1136,GC_00001137,,28,COG0769,UDP-N-acetylmuramyl tripeptide synthase (MurE) (PDB:1E8C),CDS,persistent,P,exact_core,soft_core,1178,1178,28,ATCC_51524___16,KPL3033___511,KPL3043___530,KPL3050___613,KPL3052___611,KPL3065___516,KPL3069___616,KPL3070___557,KPL3077___1822,KPL3084___563,KPL3086___515,KPL3090___631,KPL3246___542,KPL3250___511,KPL3256___167,KPL3264___718,KPL3274___529,KPL3911___568,KPL1914___1558,KPL1934_CDC4709_98___937,KPL1939_CDC4792_99___896,KPL1938_CDC4791_99___955,KPL1937_CDC4199_99___287,KPL1933_CDC4545_98___1403,KPL1932_CDC4420_98___1255,KPL1931_CDC4294_98___1899,KPL1930_CDC2949_98___1602,KPL1922_CDC39_95___1181
1137,GC_00001138,,28,COG0457,Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4),CDS,persistent,P,exact_core,soft_core,1262,1262,28,ATCC_51524___1272,KPL3033___647,KPL3043___659,KPL3050___751,KPL3052___746,KPL3065___645,KPL3069___751,KPL3070___683,KPL3077___118,KPL3084___693,KPL3086___645,KPL3090___767,KPL3246___678,KPL3250___646,KPL3256___289,KPL3264___583,KPL3274___659,KPL3911___712,KPL1914___1415,KPL1934_CDC4709_98___1059,KPL1939_CDC4792_99___1313,KPL1938_CDC4791_99___166,KPL1937_CDC4199_99___1554,KPL1933_CDC4545_98___1282,KPL1932_CDC4420_98___1398,KPL1931_CDC4294_98___613,KPL1930_CDC2949_98___1480,KPL1922_CDC39_95___1436
1138,GC_00001139,,28,COG2978,p-Aminobenzoyl-glutamate transporter AbgT (AbgT) (PDB:4R0C) (PUBMED:17307853),CDS,persistent,P,exact_core,soft_core,1589,1589,28,ATCC_51524___1316,KPL3033___597,KPL3043___614,KPL3050___707,KPL3052___702,KPL3065___600,KPL3069___707,KPL3070___641,KPL3077___74,KPL3084___651,KPL3086___599,KPL3090___723,KPL3246___629,KPL3250___601,KPL3256___257,KPL3264___627,KPL3274___621,KPL3911___659,KPL1914___1465,KPL1934_CDC4709_98___1022,KPL1939_CDC4792_99___124,KPL1938_CDC4791_99___1040,KPL1937_CDC4199_99___1590,KPL1933_CDC4545_98___1313,KPL1932_CDC4420_98___1340,KPL1931_CDC4294_98___1735,KPL1930_CDC2949_98___1517,KPL1922_CDC39_95___696
1139,GC_00001140,,28,COG0758,Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake (Smf) (PDB:3MAJ),CDS,persistent,P,exact_core,soft_core,869,869,28,ATCC_51524___1052,KPL3033___854,KPL3043___881,KPL3050___982,KPL3052___982,KPL3065___868,KPL3069___978,KPL3070___908,KPL3077___353,KPL3084___926,KPL3086___874,KPL3090___998,KPL3246___903,KPL3250___883,KPL3256___507,KPL3264___348,KPL3274___867,KPL3911___951,KPL1914___1192,KPL1934_CDC4709_98___1287,KPL1939_CDC4792_99___1081,KPL1938_CDC4791_99___386,KPL1937_CDC4199_99___1156,KPL1933_CDC4545_98___542,KPL1932_CDC4420_98___79,KPL1931_CDC4294_98___437,KPL1930_CDC2949_98___1265,KPL1922_CDC39_95___1228
1140,GC_00001141,,28,COG1123,"ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)",CDS,persistent,P,exact_core,soft_core,857.11,857,28,ATCC_51524___286,KPL3033___232,KPL3043___255,KPL3050___243,KPL3052___229,KPL3065___241,KPL3069___240,KPL3070___244,KPL3077___1449,KPL3084___244,KPL3086___239,KPL3090___337,KPL3246___228,KPL3250___214,KPL3256___1579,KPL3264___1000,KPL3274___243,KPL3911___246,KPL1914___89,KPL1934_CDC4709_98___604,KPL1939_CDC4792_99___414,KPL1938_CDC4791_99___1514,KPL1937_CDC4199_99___903,KPL1933_CDC4545_98___863,KPL1932_CDC4420_98___1084,KPL1931_CDC4294_98___1531,KPL1930_CDC2949_98___845,KPL1922_CDC39_95___1082
1141,GC_00001142,,28,COG0463,Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ),CDS,persistent,P,exact_core,soft_core,920,920,28,ATCC_51524___1208,KPL3033___708,KPL3043___725,KPL3050___811,KPL3052___819,KPL3065___713,KPL3069___822,KPL3070___750,KPL3077___175,KPL3084___760,KPL3086___714,KPL3090___833,KPL3246___746,KPL3250___715,KPL3256___355,KPL3264___512,KPL3274___716,KPL3911___780,KPL1914___1350,KPL1934_CDC4709_98___1127,KPL1939_CDC4792_99___1251,KPL1938_CDC4791_99___230,KPL1937_CDC4199_99___57,KPL1933_CDC4545_98___1216,KPL1932_CDC4420_98___327,KPL1931_CDC4294_98___679,KPL1930_CDC2949_98___1419,KPL1922_CDC39_95___1376
1142,GC_00001143,,28,COG3596,Predicted GTPase (YeeP),CDS,persistent,P,exact_core,soft_core,1211,1211,28,ATCC_51524___836,KPL3033___1125,KPL3043___1086,KPL3050___1186,KPL3052___1186,KPL3065___1066,KPL3069___1172,KPL3070___1099,KPL3077___569,KPL3084___1122,KPL3086___1080,KPL3090___1207,KPL3246___1094,KPL3250___1083,KPL3256___689,KPL3264___137,KPL3274___1055,KPL3911___1145,KPL1914___945,KPL1934_CDC4709_98___1482,KPL1939_CDC4792_99___350,KPL1938_CDC4791_99___722,KPL1937_CDC4199_99___1751,KPL1933_CDC4545_98___1544,KPL1932_CDC4420_98___544,KPL1931_CDC4294_98___397,KPL1930_CDC2949_98___1133,KPL1922_CDC39_95___466
1143,GC_00001144,,28,COG1847,"Predicted RNA-binding protein Jag (SpoIIIJ-associated), conains KH and R3H domains (Jag) (PDB:3GKU)",CDS,persistent,P,exact_core,soft_core,902.32,896,28,ATCC_51524___535,KPL3033___1798,KPL3043___1711,KPL3050___1837,KPL3052___1817,KPL3065___1691,KPL3069___1867,KPL3070___1734,KPL3077___1199,KPL3084___1754,KPL3086___1703,KPL3090___1888,KPL3246___1717,KPL3250___1711,KPL3256___1329,KPL3264___1257,KPL3274___1681,KPL3911___1769,KPL1914___339,KPL1934_CDC4709_98___363,KPL1939_CDC4792_99___640,KPL1938_CDC4791_99___1641,KPL1937_CDC4199_99___1503,KPL1933_CDC4545_98___1128,KPL1932_CDC4420_98___1495,KPL1931_CDC4294_98___1649,KPL1930_CDC2949_98___367,KPL1922_CDC39_95___960
1144,GC_00001145,,28,COG3595,"Uncharacterized conserved protein YvlB, contains  DUF4097 and DUF4098 domains (YvlB)",CDS,persistent,P,exact_core,soft_core,1664,1664,28,ATCC_51524___1288,KPL3033___631,KPL3043___643,KPL3050___735,KPL3052___730,KPL3065___629,KPL3069___735,KPL3070___667,KPL3077___102,KPL3084___677,KPL3086___629,KPL3090___751,KPL3246___662,KPL3250___630,KPL3256___273,KPL3264___598,KPL3274___643,KPL3911___696,KPL1914___1431,KPL1934_CDC4709_98___1043,KPL1939_CDC4792_99___1329,KPL1938_CDC4791_99___150,KPL1937_CDC4199_99___1570,KPL1933_CDC4545_98___1298,KPL1932_CDC4420_98___1382,KPL1931_CDC4294_98___1468,KPL1930_CDC2949_98___1496,KPL1922_CDC39_95___1452
1145,GC_00001146,,28,COG0665,Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI),CDS,persistent,P,exact_core,soft_core,1131.5,1130,28,ATCC_51524___480,KPL3033___49,KPL3043___54,KPL3050___48,KPL3052___49,KPL3065___54,KPL3069___50,KPL3070___56,KPL3077___1251,KPL3084___56,KPL3086___54,KPL3090___64,KPL3246___53,KPL3250___48,KPL3256___1385,KPL3264___1206,KPL3274___48,KPL3911___57,KPL1914___288,KPL1934_CDC4709_98___417,KPL1939_CDC4792_99___697,KPL1938_CDC4791_99___1412,KPL1937_CDC4199_99___1105,KPL1933_CDC4545_98___1064,KPL1932_CDC4420_98___1551,KPL1931_CDC4294_98___832,KPL1930_CDC2949_98___424,KPL1922_CDC39_95___14
1146,GC_00001147,,28,COG0021,Transketolase (TktA) (PDB:1AY0),CDS,persistent,P,exact_core,soft_core,2006,2006,28,ATCC_51524___796,KPL3033___1164,KPL3043___1126,KPL3050___1226,KPL3052___1226,KPL3065___1106,KPL3069___1211,KPL3070___1139,KPL3077___612,KPL3084___1163,KPL3086___1120,KPL3090___1249,KPL3246___1134,KPL3250___1124,KPL3256___729,KPL3264___96,KPL3274___1095,KPL3911___1186,KPL1914___905,KPL1934_CDC4709_98___1522,KPL1939_CDC4792_99___298,KPL1938_CDC4791_99___762,KPL1937_CDC4199_99___1791,KPL1933_CDC4545_98___1584,KPL1932_CDC4420_98___584,KPL1931_CDC4294_98___357,KPL1930_CDC2949_98___1093,KPL1922_CDC39_95___426
1147,GC_00001148,,28,COG0648,Endonuclease IV (Nfo) (PDB:2NQH),CDS,persistent,P,exact_core,soft_core,917,917,28,ATCC_51524___1109,KPL3033___797,KPL3043___822,KPL3050___925,KPL3052___922,KPL3065___810,KPL3069___918,KPL3070___851,KPL3077___283,KPL3084___870,KPL3086___811,KPL3090___933,KPL3246___847,KPL3250___815,KPL3256___451,KPL3264___410,KPL3274___810,KPL3911___893,KPL1914___1256,KPL1934_CDC4709_98___1231,KPL1939_CDC4792_99___1148,KPL1938_CDC4791_99___329,KPL1937_CDC4199_99___326,KPL1933_CDC4545_98___611,KPL1932_CDC4420_98___138,KPL1931_CDC4294_98___552,KPL1930_CDC2949_98___1324,KPL1922_CDC39_95___1285
1148,GC_00001149,,28,COG0715,"ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component (TauA) (PDB:2X26)",CDS,persistent,P,exact_core,soft_core,1055,1055,28,ATCC_51524___248,KPL3033___270,KPL3043___286,KPL3050___290,KPL3052___268,KPL3065___273,KPL3069___278,KPL3070___288,KPL3077___1488,KPL3084___288,KPL3086___271,KPL3090___378,KPL3246___276,KPL3250___262,KPL3256___1614,KPL3264___974,KPL3274___281,KPL3911___290,KPL1914___43,KPL1934_CDC4709_98___639,KPL1939_CDC4792_99___452,KPL1938_CDC4791_99___1160,KPL1937_CDC4199_99___853,KPL1933_CDC4545_98___821,KPL1932_CDC4420_98___1124,KPL1931_CDC4294_98___1577,KPL1930_CDC2949_98___882,KPL1922_CDC39_95___1047
1149,GC_00001150,,28,COG0631,Serine/threonine protein phosphatase PrpC (PTC1) (PDB:6IHL),CDS,persistent,P,exact_core,soft_core,750.71,752,28,ATCC_51524___1333,KPL3033___580,KPL3043___597,KPL3050___690,KPL3052___685,KPL3065___583,KPL3069___690,KPL3070___624,KPL3077___57,KPL3084___634,KPL3086___582,KPL3090___706,KPL3246___612,KPL3250___584,KPL3256___240,KPL3264___644,KPL3274___604,KPL3911___642,KPL1914___1482,KPL1934_CDC4709_98___1005,KPL1939_CDC4792_99___141,KPL1938_CDC4791_99___1023,KPL1937_CDC4199_99___1607,KPL1933_CDC4545_98___1330,KPL1932_CDC4420_98___1323,KPL1931_CDC4294_98___1752,KPL1930_CDC2949_98___1534,KPL1922_CDC39_95___713
