Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Accessory Fragment,Genome Fragment,Order within Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,KPL3033,KPL3043,KPL3050,KPL3052,KPL3065,KPL3069,KPL3070,KPL3077,KPL3084,KPL3086,KPL3090,KPL3246,KPL3250,KPL3256,KPL3264,KPL3274,KPL3911,KPL1914,KPL1934_CDC4709_98,ATCC_51524,KPL1939_CDC4792_99,KPL1938_CDC4791_99,KPL1937_CDC4199_99,KPL1933_CDC4545_98,KPL1932_CDC4420_98,KPL1931_CDC4294_98,KPL1930_CDC2949_98,KPL1922_CDC39_95
KPL3069_CDS_0347,persistent,Methionine import ATP-binding protein MetN 2,28,28,1,NA,NA,,,,1010,1010,1010,KPL3033_CDS_0335,KPL3043_CDS_0352,KPL3050_CDS_0356,KPL3052_CDS_0339,KPL3065_CDS_0339,KPL3069_CDS_0347,KPL3070_CDS_0355,KPL3077_CDS_1554,KPL3084_CDS_0361,KPL3086_CDS_0337,KPL3090_CDS_0447,KPL3246_CDS_0353,KPL3250_CDS_0331,KPL3256_CDS_1685,KPL3264_CDS_0899,KPL3274_CDS_0346,KPL3911_CDS_0362,KPL1914_CDS_1734,KPL1934_CDC4709_98_CDS_0704,ATCC_51524_CDS_0182,KPL1939_CDC4792_99_CDS_0517,KPL1938_CDC4791_99_CDS_1265,KPL1937_CDC4199_99_CDS_0783,KPL1933_CDC4545_98_CDS_0743,KPL1932_CDC4420_98_CDS_1690,KPL1931_CDC4294_98_CDS_1255,KPL1930_CDC2949_98_CDS_1656,KPL1922_CDC39_95_CDS_1629
KPL3069_CDS_0379,persistent,hypothetical protein,27,27,1,NA,NA,,,,167,167,167,KPL3033_CDS_0367,KPL3043_CDS_0384,KPL3050_CDS_0388,KPL3052_CDS_0371,KPL3065_CDS_0372,KPL3069_CDS_0379,KPL3070_CDS_0389,KPL3077_CDS_1586,KPL3084_CDS_0395,KPL3086_CDS_0370,KPL3090_CDS_0479,KPL3246_CDS_0386,KPL3250_CDS_0364,,KPL3264_CDS_0865,KPL3274_CDS_0380,KPL3911_CDS_0396,KPL1914_CDS_1701,KPL1934_CDC4709_98_CDS_0737,ATCC_51524_CDS_0149,KPL1939_CDC4792_99_CDS_0549,KPL1938_CDC4791_99_CDS_1233,KPL1937_CDC4199_99_CDS_0751,KPL1933_CDC4545_98_CDS_0712,KPL1932_CDC4420_98_CDS_1722,KPL1931_CDC4294_98_CDS_1287,KPL1930_CDC2949_98_CDS_1688,KPL1922_CDC39_95_CDS_1662
KPL3069_CDS_0475,persistent,Trifunctional nucleotide phosphoesterase protein YfkN,28,28,1,NA,NA,,,,1586,1604,1589.43,KPL3033_CDS_0447,KPL3043_CDS_0466,KPL3050_CDS_0469,KPL3052_CDS_0461,KPL3065_CDS_0452,KPL3069_CDS_0475,KPL3070_CDS_0494,KPL3077_CDS_1667,KPL3084_CDS_0498,KPL3086_CDS_0450,KPL3090_CDS_0561,KPL3246_CDS_0472,KPL3250_CDS_0448,KPL3256_CDS_0103,KPL3264_CDS_0784,KPL3274_CDS_0462,KPL3911_CDS_0502,KPL1914_CDS_1621,KPL1934_CDC4709_98_CDS_0820,ATCC_51524_CDS_0076,KPL1939_CDC4792_99_CDS_0209,KPL1938_CDC4791_99_CDS_0031,KPL1937_CDC4199_99_CDS_0442,KPL1933_CDC4545_98_CDS_0360,KPL1932_CDC4420_98_CDS_1184,KPL1931_CDC4294_98_CDS_1836,KPL1930_CDC2949_98_CDS_1227,KPL1922_CDC39_95_CDS_0568
KPL3069_CDS_0539,shell,hypothetical protein,12,14,1.17,NA,NA,,,,770,1940,1355,KPL3033_CDS_1068,,"KPL3050_CDS_0537 ""KPL3050_CDS_1684""",KPL3052_CDS_0538,,"KPL3069_CDS_0403 ""KPL3069_CDS_0539""",KPL3070_CDS_0421,KPL3077_CDS_1749,KPL3084_CDS_0425,,,,,KPL3256_CDS_1738,,,KPL3911_CDS_0426,,KPL1934_CDC4709_98_CDS_0879,,,,KPL1937_CDC4199_99_CDS_0204,,,,KPL1930_CDC2949_98_CDS_0674,
KPL3069_CDS_0603,persistent,hypothetical protein,28,28,1,NA,NA,,,,227,227,227,KPL3033_CDS_0498,KPL3043_CDS_0517,KPL3050_CDS_0601,KPL3052_CDS_0598,KPL3065_CDS_0503,KPL3069_CDS_0603,KPL3070_CDS_0544,KPL3077_CDS_1809,KPL3084_CDS_0550,KPL3086_CDS_0502,KPL3090_CDS_0618,KPL3246_CDS_0529,KPL3250_CDS_0498,KPL3256_CDS_0154,KPL3264_CDS_0729,KPL3274_CDS_0517,KPL3911_CDS_0555,KPL1914_CDS_1568,KPL1934_CDC4709_98_CDS_0924,ATCC_51524_CDS_0028,KPL1939_CDC4792_99_CDS_0907,KPL1938_CDC4791_99_CDS_0942,KPL1937_CDC4199_99_CDS_0298,KPL1933_CDC4545_98_CDS_1413,KPL1932_CDC4420_98_CDS_1242,KPL1931_CDC4294_98_CDS_1886,KPL1930_CDC2949_98_CDS_1613,KPL1922_CDC39_95_CDS_1191
KPL3069_CDS_0699,persistent,Acyl carrier protein,28,28,1,NA,NA,,,,239,239,239,KPL3033_CDS_0589,KPL3043_CDS_0606,KPL3050_CDS_0699,KPL3052_CDS_0694,KPL3065_CDS_0592,KPL3069_CDS_0699,KPL3070_CDS_0633,KPL3077_CDS_0066,KPL3084_CDS_0643,KPL3086_CDS_0591,KPL3090_CDS_0715,KPL3246_CDS_0621,KPL3250_CDS_0593,KPL3256_CDS_0249,KPL3264_CDS_0633,KPL3274_CDS_0613,KPL3911_CDS_0651,KPL1914_CDS_1471,KPL1934_CDC4709_98_CDS_1014,ATCC_51524_CDS_1322,KPL1939_CDC4792_99_CDS_0130,KPL1938_CDC4791_99_CDS_1032,KPL1937_CDC4199_99_CDS_1596,KPL1933_CDC4545_98_CDS_1319,KPL1932_CDC4420_98_CDS_1332,KPL1931_CDC4294_98_CDS_1741,KPL1930_CDC2949_98_CDS_1523,KPL1922_CDC39_95_CDS_0702
KPL3069_CDS_0731,persistent,Hydroperoxy fatty acid reductase gpx1,28,28,1,NA,NA,,,,473,473,473,KPL3033_CDS_0627,KPL3043_CDS_0639,KPL3050_CDS_0732,KPL3052_CDS_0727,KPL3065_CDS_0625,KPL3069_CDS_0731,KPL3070_CDS_0664,KPL3077_CDS_0098,KPL3084_CDS_0674,KPL3086_CDS_0625,KPL3090_CDS_0748,KPL3246_CDS_0659,KPL3250_CDS_0626,KPL3256_CDS_0269,KPL3264_CDS_0600,KPL3274_CDS_0639,KPL3911_CDS_0693,KPL1914_CDS_1432,KPL1934_CDC4709_98_CDS_1040,ATCC_51524_CDS_1290,KPL1939_CDC4792_99_CDS_1331,KPL1938_CDC4791_99_CDS_0147,KPL1937_CDC4199_99_CDS_1571,KPL1933_CDC4545_98_CDS_1299,KPL1932_CDC4420_98_CDS_1379,KPL1931_CDC4294_98_CDS_1469,KPL1930_CDC2949_98_CDS_1498,KPL1922_CDC39_95_CDS_1453
KPL3069_CDS_0763,persistent,Homoserine kinase,25,25,1,NA,NA,,,,266,836,813.2,KPL3033_CDS_0659,KPL3043_CDS_0671,KPL3050_CDS_0763,KPL3052_CDS_0758,KPL3065_CDS_0657,KPL3069_CDS_0763,KPL3070_CDS_0695,,KPL3084_CDS_0705,KPL3086_CDS_0657,KPL3090_CDS_0779,KPL3246_CDS_0691,KPL3250_CDS_0658,KPL3256_CDS_0301,KPL3264_CDS_0569,,KPL3911_CDS_0724,,KPL1934_CDC4709_98_CDS_1071,ATCC_51524_CDS_1258,KPL1939_CDC4792_99_CDS_1299,KPL1938_CDC4791_99_CDS_0178,KPL1937_CDC4199_99_CDS_1657,KPL1933_CDC4545_98_CDS_1267,KPL1932_CDC4420_98_CDS_1410,KPL1931_CDC4294_98_CDS_0625,KPL1930_CDC2949_98_CDS_1466,KPL1922_CDC39_95_CDS_1423
KPL3069_CDS_0795,persistent,hypothetical protein,24,25,1.04,NA,NA,,,,182,182,182,KPL3033_CDS_0692,KPL3043_CDS_0700,,KPL3052_CDS_0788,KPL3065_CDS_0688,KPL3069_CDS_0795,KPL3070_CDS_0728,KPL3077_CDS_0158,KPL3084_CDS_0738,KPL3086_CDS_0689,KPL3090_CDS_0812,KPL3246_CDS_0720,KPL3250_CDS_0690,KPL3256_CDS_0330,"KPL3264_CDS_0527 ""KPL3264_CDS_0536""",KPL3274_CDS_0700,KPL3911_CDS_0758,,KPL1934_CDC4709_98_CDS_1102,ATCC_51524_CDS_1228,KPL1939_CDC4792_99_CDS_1266,KPL1938_CDC4791_99_CDS_0208,KPL1937_CDC4199_99_CDS_0024,KPL1933_CDC4545_98_CDS_1236,KPL1932_CDC4420_98_CDS_0342,KPL1931_CDC4294_98_CDS_0657,,
KPL3069_CDS_0827,persistent,UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase,28,28,1,NA,NA,,,,1052,1055,1052.21,KPL3033_CDS_0713,KPL3043_CDS_0730,KPL3050_CDS_0818,KPL3052_CDS_0824,KPL3065_CDS_0718,KPL3069_CDS_0827,KPL3070_CDS_0755,KPL3077_CDS_0180,KPL3084_CDS_0765,KPL3086_CDS_0719,KPL3090_CDS_0838,KPL3246_CDS_0751,KPL3250_CDS_0720,KPL3256_CDS_0360,KPL3264_CDS_0505,KPL3274_CDS_0721,KPL3911_CDS_0785,KPL1914_CDS_1343,KPL1934_CDC4709_98_CDS_1134,ATCC_51524_CDS_1201,KPL1939_CDC4792_99_CDS_1244,KPL1938_CDC4791_99_CDS_0235,KPL1937_CDC4199_99_CDS_0062,KPL1933_CDC4545_98_CDS_1209,KPL1932_CDC4420_98_CDS_0320,KPL1931_CDC4294_98_CDS_0684,KPL1930_CDC2949_98_CDS_1412,KPL1922_CDC39_95_CDS_1369
KPL3069_CDS_0859,shell,Vitamin B12 import ATP-binding protein BtuD,13,14,1.08,NA,NA,,,,458,1016,943.57,,,KPL3050_CDS_0866,KPL3052_CDS_0864,,KPL3069_CDS_0859,KPL3070_CDS_0791,KPL3077_CDS_0218,KPL3084_CDS_0811,,KPL3090_CDS_0874,KPL3246_CDS_0784,,,,,KPL3911_CDS_0833,,KPL1934_CDC4709_98_CDS_1170,,,,KPL1937_CDC4199_99_CDS_0103,,KPL1932_CDC4420_98_CDS_0280,"KPL1931_CDC4294_98_CDS_0869 ""KPL1931_CDC4294_98_CDS_0870""",,
KPL3069_CDS_0891,persistent,hypothetical protein,28,28,1,NA,NA,,,,191,191,191,KPL3033_CDS_0770,KPL3043_CDS_0795,KPL3050_CDS_0898,KPL3052_CDS_0895,KPL3065_CDS_0783,KPL3069_CDS_0891,KPL3070_CDS_0824,KPL3077_CDS_0251,KPL3084_CDS_0843,KPL3086_CDS_0784,KPL3090_CDS_0906,KPL3246_CDS_0816,KPL3250_CDS_0784,KPL3256_CDS_0418,KPL3264_CDS_0435,KPL3274_CDS_0783,KPL3911_CDS_0865,KPL1914_CDS_1281,KPL1934_CDC4709_98_CDS_1202,ATCC_51524_CDS_1138,KPL1939_CDC4792_99_CDS_1177,KPL1938_CDC4791_99_CDS_0302,KPL1937_CDC4199_99_CDS_0134,KPL1933_CDC4545_98_CDS_0637,KPL1932_CDC4420_98_CDS_0248,KPL1931_CDC4294_98_CDS_0201,KPL1930_CDC2949_98_CDS_1353,KPL1922_CDC39_95_CDS_1314
KPL3069_CDS_0923,persistent,hypothetical protein,28,28,1,NA,NA,,,,1094,1094,1094,KPL3033_CDS_0803,KPL3043_CDS_0829,KPL3050_CDS_0931,KPL3052_CDS_0928,KPL3065_CDS_0816,KPL3069_CDS_0923,KPL3070_CDS_0857,KPL3077_CDS_0292,KPL3084_CDS_0876,KPL3086_CDS_0817,KPL3090_CDS_0940,KPL3246_CDS_0853,KPL3250_CDS_0821,KPL3256_CDS_0457,KPL3264_CDS_0402,KPL3274_CDS_0816,KPL3911_CDS_0899,KPL1914_CDS_1248,KPL1934_CDC4709_98_CDS_1236,ATCC_51524_CDS_1101,KPL1939_CDC4792_99_CDS_1140,KPL1938_CDC4791_99_CDS_0334,KPL1937_CDC4199_99_CDS_0318,KPL1933_CDC4545_98_CDS_0603,KPL1932_CDC4420_98_CDS_0131,KPL1931_CDC4294_98_CDS_0558,KPL1930_CDC2949_98_CDS_1317,KPL1922_CDC39_95_CDS_1277
KPL3069_CDS_0955,persistent,GTPase Era,28,28,1,NA,NA,,,,908,908,908,KPL3033_CDS_0833,KPL3043_CDS_0860,KPL3050_CDS_0961,KPL3052_CDS_0957,KPL3065_CDS_0847,KPL3069_CDS_0955,KPL3070_CDS_0887,KPL3077_CDS_0323,KPL3084_CDS_0905,KPL3086_CDS_0850,KPL3090_CDS_0973,KPL3246_CDS_0882,KPL3250_CDS_0862,KPL3256_CDS_0486,KPL3264_CDS_0371,KPL3274_CDS_0845,KPL3911_CDS_0930,KPL1914_CDS_1219,KPL1934_CDC4709_98_CDS_1266,ATCC_51524_CDS_1071,KPL1939_CDC4792_99_CDS_1099,KPL1938_CDC4791_99_CDS_0363,KPL1937_CDC4199_99_CDS_1178,KPL1933_CDC4545_98_CDS_0561,KPL1932_CDC4420_98_CDS_0102,KPL1931_CDC4294_98_CDS_0588,KPL1930_CDC2949_98_CDS_1287,KPL1922_CDC39_95_CDS_1247
KPL3069_CDS_1019,persistent,Carboxy-terminal processing protease CtpA,28,28,1,NA,NA,,,,1472,1472,1472,KPL3033_CDS_0903,KPL3043_CDS_0926,KPL3050_CDS_1035,KPL3052_CDS_1030,KPL3065_CDS_0912,KPL3069_CDS_1019,KPL3070_CDS_0952,KPL3077_CDS_0412,KPL3084_CDS_0970,KPL3086_CDS_0924,KPL3090_CDS_1042,KPL3246_CDS_0947,KPL3250_CDS_0927,KPL3256_CDS_0541,KPL3264_CDS_0304,KPL3274_CDS_0904,KPL3911_CDS_0996,KPL1914_CDS_1128,KPL1934_CDC4709_98_CDS_1333,ATCC_51524_CDS_0996,KPL1939_CDC4792_99_CDS_1036,KPL1938_CDC4791_99_CDS_0430,KPL1937_CDC4199_99_CDS_1237,KPL1933_CDC4545_98_CDS_0495,KPL1932_CDC4420_98_CDS_0034,KPL1931_CDC4294_98_CDS_0031,KPL1930_CDC2949_98_CDS_0926,KPL1922_CDC39_95_CDS_0191
KPL3069_CDS_1051,persistent,hypothetical protein,28,28,1,NA,NA,,,,536,536,536,KPL3033_CDS_0942,KPL3043_CDS_0962,KPL3050_CDS_1070,KPL3052_CDS_1066,KPL3065_CDS_0948,KPL3069_CDS_1051,KPL3070_CDS_0987,KPL3077_CDS_0446,KPL3084_CDS_1004,KPL3086_CDS_0961,KPL3090_CDS_1081,KPL3246_CDS_0980,KPL3250_CDS_0965,KPL3256_CDS_0574,KPL3264_CDS_0270,KPL3274_CDS_0940,KPL3911_CDS_1030,KPL1914_CDS_1091,KPL1934_CDC4709_98_CDS_1370,ATCC_51524_CDS_0963,KPL1939_CDC4792_99_CDS_1000,KPL1938_CDC4791_99_CDS_0112,KPL1937_CDC4199_99_CDS_1684,KPL1933_CDC4545_98_CDS_0459,KPL1932_CDC4420_98_CDS_0761,KPL1931_CDC4294_98_CDS_0473,KPL1930_CDC2949_98_CDS_0147,KPL1922_CDC39_95_CDS_0186
KPL3069_CDS_1083,persistent,Transcription antitermination protein NusB,28,28,1,NA,NA,,,,494,494,494,KPL3033_CDS_0972,KPL3043_CDS_0992,KPL3050_CDS_1100,KPL3052_CDS_1096,KPL3065_CDS_0978,KPL3069_CDS_1083,KPL3070_CDS_1017,KPL3077_CDS_0476,KPL3084_CDS_1035,KPL3086_CDS_0991,KPL3090_CDS_1111,KPL3246_CDS_1011,KPL3250_CDS_0995,KPL3256_CDS_0604,KPL3264_CDS_0240,KPL3274_CDS_0970,KPL3911_CDS_1060,KPL1914_CDS_1061,KPL1934_CDC4709_98_CDS_1400,ATCC_51524_CDS_0933,KPL1939_CDC4792_99_CDS_0970,KPL1938_CDC4791_99_CDS_0082,KPL1937_CDC4199_99_CDS_0162,KPL1933_CDC4545_98_CDS_0429,KPL1932_CDC4420_98_CDS_0791,KPL1931_CDC4294_98_CDS_0503,KPL1930_CDC2949_98_CDS_0177,KPL1922_CDC39_95_CDS_0157
KPL3069_CDS_1115,persistent,Transcriptional repressor CopY,26,26,1,NA,NA,,,,455,455,455,KPL3033_CDS_1007,KPL3043_CDS_1025,KPL3050_CDS_1133,KPL3052_CDS_1134,KPL3065_CDS_1007,KPL3069_CDS_1115,KPL3070_CDS_1045,KPL3077_CDS_0512,KPL3084_CDS_1064,KPL3086_CDS_1020,KPL3090_CDS_1148,KPL3246_CDS_1043,KPL3250_CDS_1023,KPL3256_CDS_0634,KPL3264_CDS_0198,,KPL3911_CDS_1089,KPL1914_CDS_1024,KPL1934_CDC4709_98_CDS_1430,ATCC_51524_CDS_0885,KPL1939_CDC4792_99_CDS_0938,KPL1938_CDC4791_99_CDS_1065,KPL1937_CDC4199_99_CDS_1720,,KPL1932_CDC4420_98_CDS_0822,KPL1931_CDC4294_98_CDS_0531,KPL1930_CDC2949_98_CDS_0204,KPL1922_CDC39_95_CDS_0126
KPL3069_CDS_1147,persistent,hypothetical protein,28,28,1,NA,NA,,,,1289,1292,1290.18,KPL3033_CDS_1038,KPL3043_CDS_1061,KPL3050_CDS_1159,KPL3052_CDS_1161,KPL3065_CDS_1038,KPL3069_CDS_1147,KPL3070_CDS_1074,KPL3077_CDS_0542,KPL3084_CDS_1097,KPL3086_CDS_1052,KPL3090_CDS_1174,KPL3246_CDS_1069,KPL3250_CDS_1055,KPL3256_CDS_0661,KPL3264_CDS_0167,KPL3274_CDS_1030,KPL3911_CDS_1115,KPL1914_CDS_0968,KPL1934_CDC4709_98_CDS_1457,ATCC_51524_CDS_0859,KPL1939_CDC4792_99_CDS_0375,KPL1938_CDC4791_99_CDS_0697,KPL1937_CDC4199_99_CDS_0482,KPL1933_CDC4545_98_CDS_1519,KPL1932_CDC4420_98_CDS_0519,KPL1931_CDC4294_98_CDS_0420,KPL1930_CDC2949_98_CDS_1157,KPL1922_CDC39_95_CDS_0489
KPL3069_CDS_1179,persistent,Glutamate racemase,28,28,1,NA,NA,,,,818,830,823.14,KPL3033_CDS_1132,KPL3043_CDS_1093,KPL3050_CDS_1193,KPL3052_CDS_1193,KPL3065_CDS_1073,KPL3069_CDS_1179,KPL3070_CDS_1106,KPL3077_CDS_0577,KPL3084_CDS_1129,KPL3086_CDS_1087,KPL3090_CDS_1214,KPL3246_CDS_1101,KPL3250_CDS_1090,KPL3256_CDS_0696,KPL3264_CDS_0128,KPL3274_CDS_1062,KPL3911_CDS_1152,KPL1914_CDS_0936,KPL1934_CDC4709_98_CDS_1489,ATCC_51524_CDS_0827,KPL1939_CDC4792_99_CDS_0341,KPL1938_CDC4791_99_CDS_0729,KPL1937_CDC4199_99_CDS_1758,KPL1933_CDC4545_98_CDS_1551,KPL1932_CDC4420_98_CDS_0551,KPL1931_CDC4294_98_CDS_0388,KPL1930_CDC2949_98_CDS_1124,KPL1922_CDC39_95_CDS_0457
KPL3069_CDS_1211,persistent,hypothetical protein,28,28,1,NA,NA,,,,272,272,272,KPL3033_CDS_1164,KPL3043_CDS_1126,KPL3050_CDS_1226,KPL3052_CDS_1226,KPL3065_CDS_1106,KPL3069_CDS_1211,KPL3070_CDS_1139,KPL3077_CDS_0612,KPL3084_CDS_1163,KPL3086_CDS_1120,KPL3090_CDS_1249,KPL3246_CDS_1134,KPL3250_CDS_1124,KPL3256_CDS_0729,KPL3264_CDS_0094,KPL3274_CDS_1095,KPL3911_CDS_1186,KPL1914_CDS_0903,KPL1934_CDC4709_98_CDS_1522,ATCC_51524_CDS_0794,KPL1939_CDC4792_99_CDS_0296,KPL1938_CDC4791_99_CDS_0762,KPL1937_CDC4199_99_CDS_1791,KPL1933_CDC4545_98_CDS_1584,KPL1932_CDC4420_98_CDS_0584,KPL1931_CDC4294_98_CDS_0355,KPL1930_CDC2949_98_CDS_1091,KPL1922_CDC39_95_CDS_0424
KPL3069_CDS_1307,persistent,putative N-acetyl-LL-diaminopimelate aminotransferase,28,29,1.04,NA,NA,,,,473,1289,1152.03,KPL3033_CDS_1311,KPL3043_CDS_1215,KPL3050_CDS_1325,"KPL3052_CDS_1315 ""KPL3052_CDS_1314""",KPL3065_CDS_1199,KPL3069_CDS_1307,KPL3070_CDS_1227,KPL3077_CDS_0700,KPL3084_CDS_1251,KPL3086_CDS_1211,KPL3090_CDS_1337,KPL3246_CDS_1231,KPL3250_CDS_1220,KPL3256_CDS_0828,KPL3264_CDS_1754,KPL3274_CDS_1188,KPL3911_CDS_1277,KPL1914_CDS_0815,KPL1934_CDC4709_98_CDS_1614,ATCC_51524_CDS_0710,KPL1939_CDC4792_99_CDS_0064,KPL1938_CDC4791_99_CDS_0854,KPL1937_CDC4199_99_CDS_1370,KPL1933_CDC4545_98_CDS_1672,KPL1932_CDC4420_98_CDS_0676,KPL1931_CDC4294_98_CDS_0259,KPL1930_CDC2949_98_CDS_1007,KPL1922_CDC39_95_CDS_0338
KPL3069_CDS_1339,persistent,Transcriptional regulatory protein LiaR,28,28,1,NA,NA,,,,635,635,635,KPL3033_CDS_1340,KPL3043_CDS_1249,KPL3050_CDS_1356,KPL3052_CDS_1338,KPL3065_CDS_1234,KPL3069_CDS_1339,KPL3070_CDS_1256,KPL3077_CDS_0734,KPL3084_CDS_1280,KPL3086_CDS_1247,KPL3090_CDS_1372,KPL3246_CDS_1257,KPL3250_CDS_1255,KPL3256_CDS_0856,KPL3264_CDS_1723,KPL3274_CDS_1220,KPL3911_CDS_1306,KPL1914_CDS_0786,KPL1934_CDC4709_98_CDS_1636,ATCC_51524_CDS_0677,KPL1939_CDC4792_99_CDS_0089,KPL1938_CDC4791_99_CDS_0879,KPL1937_CDC4199_99_CDS_1346,KPL1933_CDC4545_98_CDS_1692,KPL1932_CDC4420_98_CDS_0707,KPL1931_CDC4294_98_CDS_1616,KPL1930_CDC2949_98_CDS_0983,KPL1922_CDC39_95_CDS_0306
KPL3069_CDS_1403,cloud,hypothetical protein,1,1,1,NA,NA,,,,356,356,356,,,,,,KPL3069_CDS_1403,,,,,,,,,,,,,,,,,,,,,,
KPL3069_CDS_1467,persistent,putative protein YpjQ,28,28,1,NA,NA,,,,515,515,515,KPL3033_CDS_1392,KPL3043_CDS_1316,KPL3050_CDS_1404,KPL3052_CDS_1389,KPL3065_CDS_1296,KPL3069_CDS_1467,KPL3070_CDS_1308,KPL3077_CDS_0784,KPL3084_CDS_1332,KPL3086_CDS_1309,KPL3090_CDS_1426,KPL3246_CDS_1306,KPL3250_CDS_1300,KPL3256_CDS_0911,KPL3264_CDS_1668,KPL3274_CDS_1265,KPL3911_CDS_1357,KPL1914_CDS_0735,KPL1934_CDC4709_98_CDS_1692,ATCC_51524_CDS_1411,KPL1939_CDC4792_99_CDS_1605,KPL1938_CDC4791_99_CDS_1542,KPL1937_CDC4199_99_CDS_0515,KPL1933_CDC4545_98_CDS_0224,KPL1932_CDC4420_98_CDS_0423,KPL1931_CDC4294_98_CDS_0749,KPL1930_CDC2949_98_CDS_0287,KPL1922_CDC39_95_CDS_1586
KPL3069_CDS_1499,persistent,Translation initiation factor IF-3,28,28,1,NA,NA,,,,506,506,506,KPL3033_CDS_1422,KPL3043_CDS_1347,KPL3050_CDS_1435,KPL3052_CDS_1418,KPL3065_CDS_1327,KPL3069_CDS_1499,KPL3070_CDS_1337,KPL3077_CDS_0813,KPL3084_CDS_1362,KPL3086_CDS_1340,KPL3090_CDS_1455,KPL3246_CDS_1336,KPL3250_CDS_1330,KPL3256_CDS_0940,KPL3264_CDS_1639,KPL3274_CDS_1294,KPL3911_CDS_1386,KPL1914_CDS_0706,KPL1934_CDC4709_98_CDS_1723,ATCC_51524_CDS_1441,KPL1939_CDC4792_99_CDS_1575,KPL1938_CDC4791_99_CDS_1573,KPL1937_CDC4199_99_CDS_0544,KPL1933_CDC4545_98_CDS_0193,KPL1932_CDC4420_98_CDS_0392,KPL1931_CDC4294_98_CDS_0719,KPL1930_CDC2949_98_CDS_0317,KPL1922_CDC39_95_CDS_1557
KPL3069_CDS_1595,cloud,hypothetical protein,2,2,1,NA,NA,,,,983,6551,3767,,,,,,KPL3069_CDS_1595,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95_CDS_1461
KPL3069_CDS_1659,persistent,Bacitracin transport ATP-binding protein BcrA,23,26,1.13,NA,NA,,,,776,860,855.27,KPL3033_CDS_1576,KPL3043_CDS_1502,"KPL3050_CDS_0574 ""KPL3050_CDS_1596""","KPL3052_CDS_1583 ""KPL3052_CDS_0571""",,"KPL3069_CDS_0573 ""KPL3069_CDS_1659""",KPL3070_CDS_1512,KPL3077_CDS_1781,KPL3084_CDS_1531,,KPL3090_CDS_1682,KPL3246_CDS_1491,KPL3250_CDS_1486,KPL3256_CDS_1107,KPL3264_CDS_1481,KPL3274_CDS_1458,KPL3911_CDS_1549,,,ATCC_51524_CDS_1599,KPL1939_CDC4792_99_CDS_1421,KPL1938_CDC4791_99_CDS_0651,KPL1937_CDC4199_99_CDS_0700,KPL1933_CDC4545_98_CDS_0033,KPL1932_CDC4420_98_CDS_0907,,KPL1930_CDC2949_98_CDS_0116,KPL1922_CDC39_95_CDS_0825
KPL3069_CDS_1691,persistent,Cell division ATP-binding protein FtsE,28,28,1,NA,NA,,,,686,686,686,KPL3033_CDS_1609,KPL3043_CDS_1533,KPL3050_CDS_1629,KPL3052_CDS_1614,KPL3065_CDS_1513,KPL3069_CDS_1691,KPL3070_CDS_1547,KPL3077_CDS_1004,KPL3084_CDS_1564,KPL3086_CDS_1526,KPL3090_CDS_1714,KPL3246_CDS_1524,KPL3250_CDS_1509,KPL3256_CDS_1139,KPL3264_CDS_1449,KPL3274_CDS_1493,KPL3911_CDS_1582,KPL1914_CDS_0523,KPL1934_CDC4709_98_CDS_0170,ATCC_51524_CDS_1624,KPL1939_CDC4792_99_CDS_1398,KPL1938_CDC4791_99_CDS_0683,KPL1937_CDC4199_99_CDS_0731,KPL1933_CDC4545_98_CDS_0002,KPL1932_CDC4420_98_CDS_1428,KPL1931_CDC4294_98_CDS_0135,KPL1930_CDC2949_98_CDS_0740,KPL1922_CDC39_95_CDS_0858
KPL3069_CDS_1723,persistent,Glycine/sarcosine/betaine reductase complex component A1,28,28,1,NA,NA,,,,317,317,317,KPL3033_CDS_1639,KPL3043_CDS_1565,KPL3050_CDS_1668,KPL3052_CDS_1652,KPL3065_CDS_1544,KPL3069_CDS_1723,KPL3070_CDS_1587,KPL3077_CDS_1031,KPL3084_CDS_1606,KPL3086_CDS_1558,KPL3090_CDS_1745,KPL3246_CDS_1564,KPL3250_CDS_1540,KPL3256_CDS_1168,KPL3264_CDS_1409,KPL3274_CDS_1523,KPL3911_CDS_1621,KPL1914_CDS_0492,KPL1934_CDC4709_98_CDS_0210,ATCC_51524_CDS_1655,KPL1939_CDC4792_99_CDS_1367,KPL1938_CDC4791_99_CDS_1102,KPL1937_CDC4199_99_CDS_0374,KPL1933_CDC4545_98_CDS_0285,KPL1932_CDC4420_98_CDS_0485,KPL1931_CDC4294_98_CDS_0165,KPL1930_CDC2949_98_CDS_0236,KPL1922_CDC39_95_CDS_0889
